Obs,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,_PRESS_,Intercept,urban,B50_ind_ALLandMISC,U_log_e_dist_non_metal,U_dist_conf_feed,U_mi_dist_nrn_roads,U_B50_nrn_collector,N_U_dist_conf_feed,N_U_mi_dist_nrn_roads,N_U_B50_nrn_collector,U_B1000_crop_dmti,U_B1000_DRYCLEAN,U_B1000_npri_high_25,U_B1000_pasture_t,U_B150_auto,U_B150_crop_aafc,U_B1500_heliport,U_B1500_nrn_exphwy,U_B200_wetland,U_B250_COM,U_B250_rail_main,U_B300_golf,U_B300_metal,U_B500_FOREST,U_B500_GAS_STATION,U_B500_npri_all,U_B500_NRN_ARTERIAL,U_B500_rail_trans,U_B750_garbage,U_B750_landfill,U_B750_nrn_collector,U_B750_SCHOOL_PARKS,U_DIST_AIRPORT,U_DIST_QUARRY,U_DIST_RAIL_ALL,N_U_B500_golf,N_U_B750_PASTURE,N_U_B150_forest,N_U_dist_nrn_arterial,N_U_B200_NRN_ARTERIAL,N_U_B1000_garbage,N_U_B500_metal,N_U_B100_pipelines,N_U_B500_NRN_EXPHWY,N_U_B1500_npri_all,N_U_B200_rail_all,N_U_B750_distveg,N_U_B1000_SANDGRAVEL,N_U_B500_LAUNDRY,N_U_B250_auto,N_U_B500_inst,N_U_B1500_awell_oil,N_U_B50_com,N_U_B50_shrub,N_U_B100_petrol,N_U_B300_nrn_collector,N_U_mi_dist_dryclean,N_U_B50_DWDEN,N_U_B50_grass,N_U_B1500_pipelines,N_U_B250_shrub,N_U_DIST_RAIL_ABAND,N_U_B1500_forest,N_U_B50_IND,N_U_B1500_inwell,N_U_DIST_SANDGRAVEL,EC_ugm3_ln,_IN_,_P_,_EDF_,_RSQ_,_ADJRSQ_,_CP_,_SP_,_JP_,_PC_,_GMSEP_,_AIC_,_BIC_,_SBC_,N_U_log_e_dist_nonmetal,modelID,delete_model,join_ID,aic_rank,cp_rank,adjrsq_rank,best_model,rank_best_model,EC_SMR_modelID,B50_ind_ALLandMISC_defined,U_log_e_dist_non_metal_defined,U_dist_conf_feed_defined,U_mi_dist_nrn_roads_defined,U_B50_nrn_collector_defined,N_U_log_e_dist_nonmetal_defined,N_U_dist_conf_feed_defined,N_U_mi_dist_nrn_roads_defined,N_U_B50_nrn_collector_defined,U_B1000_crop_dmti_defined,U_B1000_dryclean_defined,U_B1000_npri_high_25_defined,U_B1000_pasture_t_defined,U_B150_auto_defined,U_B150_crop_aafc_defined,U_B1500_heliport_defined,U_B1500_nrn_exphwy_defined,U_B200_wetland_defined,U_B250_com_defined,U_B250_rail_main_defined,U_B300_golf_defined,U_B300_metal_defined,U_B500_forest_defined,U_B500_gas_station_defined,U_B500_npri_all_defined,U_B500_nrn_arterial_defined,U_B500_rail_trans_defined,U_B750_garbage_defined,U_B750_landfill_defined,U_B750_nrn_collector_defined,U_B750_school_parks_defined,U_dist_airport_defined,U_dist_quarry_defined,U_dist_rail_all_defined,N_U_B500_golf_defined,N_U_B750_pasture_defined,N_U_B150_forest_defined,N_U_dist_nrn_arterial_defined,N_U_B200_nrn_arterial_defined,N_U_B1000_garbage_defined,N_U_B500_metal_defined,N_U_B100_pipelines_defined,N_U_B500_nrn_exphwy_defined,N_U_B1500_npri_all_defined,N_U_B200_rail_all_defined,N_U_B750_distveg_defined,N_U_B1000_sandgravel_defined,N_U_B500_laundry_defined,N_U_B250_auto_defined,N_U_B500_inst_defined,N_U_B1500_awell_oil_defined,N_U_B50_com_defined,N_U_B50_shrub_defined,N_U_B100_petrol_defined,N_U_B300_nrn_collector_defined,N_U_mi_dist_dryclean_defined,N_U_B50_dwden_defined,N_U_B50_grass_defined,N_U_B1500_pipelines_defined,N_U_B250_shrub_defined,N_U_dist_rail_aband_defined,N_U_B1500_forest_defined,N_U_B50_ind_defined,N_U_B1500_inwell_defined,N_U_dist_sandgravel_defined,urban_defined,Statistic,SW_Prob,CM_Prob,AD_Prob,Durbin_Watson,max_vif,BP_pvalue,select_best_model
18,MODEL1,PARMS,EC_ugm3_ln,0.23,.,-0.037726,0.64695,.,.,.,.,.,.,.,2859.12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,248321.8,.,.,.,.,.,.,-0.000029518,.,-0.000079016,.,177.551,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45.4182,4783.71,-0.000042752,-1,9,10,100,0.64066,0.60832,55.8089,0.000534366,0.057711,0.4312,0.058236,-313.808,-316.841,-286.803,.,8,.,1,41,41,41,41,41,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,12.94,0.1952,0.1873,0.1903,2.117567,3.68083,0.16548,7
