_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,_PRESS_,Intercept,urban,U_B250_shrub,U_B500_golf,U_log_e_dist_non_metal,U_dist_conf_feed,U_mi_dist_nrn_roads,N_U_B250_shrub,N_U_B500_golf,N_U_dist_conf_feed,N_U_mi_dist_nrn_roads,U_B500_FOREST,U_B750_SCHOOL_PARKS,U_DIST_AIRPORT,U_DIST_NRN_ARTERIAL,U_DIST_RAIL_ALL,U_B50_URBAN_IND,U_B200_COM,U_B500_pipelines,U_B150_crop_aafc,U_B750_landfill,U_B750_rail_trans,U_B1500_nrn_exphwy,U_B500_inwell,U_B250_rail_main,U_B150_auto,U_B250_METAL,U_B500_DRYCLEAN,U_B500_GAS_STATION,U_B750_garbage,U_B750_quarry,U_B500_npri_all,U_B1000_crop_dmti,U_B1000_NPRI_HIGH,N_U_B1000_FOREST,N_U_B1000_nrn_arterial,N_U_B1000_NRN_COLLECTOR,N_U_B1000_SANDGRAVEL,N_U_B100_FOREST,N_U_B100_pipelines,N_U_B1500_awell,N_U_B1500_inwell,N_U_B1500_pipelines,N_U_B200_FOREST,N_U_B200_INWELL,N_U_B200_NRN_COLLECTOR,N_U_B250_auto,N_U_B500_LAUNDRY,N_U_B500_metal,N_U_B500_NRN_EXPHWY,N_U_B500_rail_main,N_U_B50_com,N_U_B50_DWDEN,N_U_B50_grass,N_U_B50_IND,N_U_B50_ind_ALLandMISC,N_U_B50_shrub,N_U_B750_distveg,N_U_DIST_RAIL_ABAND,N_U_DIST_SANDGRAVEL,N_U_mi_dist_dryclean,OC_ugm3_ln,_IN_,_P_,_EDF_,_RSQ_,_ADJRSQ_,_CP_,_SP_,_JP_,_PC_,_GMSEP_,_AIC_,_BIC_,_SBC_,N_U_log_e_dist_nonmetal,modelID,delete_model,join_ID,aic_rank,cp_rank,adjrsq_rank,best_model,rank_best_model,OC_WNT_modelID,U_B250_shrub_defined,U_B500_golf_defined,U_log_e_dist_non_metal_defined,U_dist_conf_feed_defined,U_mi_dist_nrn_roads_defined,N_U_B250_shrub_defined,N_U_B500_golf_defined,N_U_log_e_dist_nonmetal_defined,N_U_dist_conf_feed_defined,N_U_mi_dist_nrn_roads_defined,U_B500_forest_defined,U_B750_school_parks_defined,U_dist_airport_defined,U_dist_nrn_arterial_defined,U_dist_rail_all_defined,U_B50_urban_ind_defined,U_B200_com_defined,U_B500_pipelines_defined,U_B150_crop_aafc_defined,U_B750_landfill_defined,U_B750_rail_trans_defined,U_B1500_nrn_exphwy_defined,U_B500_inwell_defined,U_B250_rail_main_defined,U_B150_auto_defined,U_B250_metal_defined,U_B500_dryclean_defined,U_B500_gas_station_defined,U_B750_garbage_defined,U_B750_quarry_defined,U_B500_npri_all_defined,U_B1000_crop_dmti_defined,U_B1000_npri_high_defined,N_U_B1000_forest_defined,N_U_B1000_nrn_arterial_defined,N_U_B1000_nrn_collector_defined,N_U_B1000_sandgravel_defined,N_U_B100_forest_defined,N_U_B100_pipelines_defined,N_U_B1500_awell_defined,N_U_B1500_inwell_defined,N_U_B1500_pipelines_defined,N_U_B200_forest_defined,N_U_B200_inwell_defined,N_U_B200_nrn_collector_defined,N_U_B250_auto_defined,N_U_B500_laundry_defined,N_U_B500_metal_defined,N_U_B500_nrn_exphwy_defined,N_U_B500_rail_main_defined,N_U_B50_com_defined,N_U_B50_dwden_defined,N_U_B50_grass_defined,N_U_B50_ind_defined,N_U_B50_ind_ALLandMISC_defined,N_U_B50_shrub_defined,N_U_B750_distveg_defined,N_U_dist_rail_aband_defined,N_U_dist_sandgravel_defined,N_U_mi_dist_dryclean_defined,urban_defined,Statistic,SW_Prob,CM_Prob,AD_Prob,Durbin_Watson,max_vif,BP_pvalue,select_best_model,select_tiebreaker,select_model
MODEL1,PARMS,OC_ugm3_ln,0.3194532237,,-0.153478708,0.8625878812,,,,-0.00004886,,,,-0.00002222,,-32388.95385,,,,-0.000166802,,,,,,,,,,,,,,,,,,,-9831.746755,,,,,,,,,-3353.410996,,673.52963044,,,,,,,,,57.946553905,,,,,-0.000057435,,-1,10,11,108,0.7448702629,0.7212471391,58.348161056,0.0009537417,0.1114835889,0.3071006095,0.1125254916,-261.1344518,-264.3914753,-230.5640933,,329833,,1,3,3,3,3,3,498,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4.86,0.1160,0.2500,0.1650,2.118709,4.1101061011,0.9003508123,1,2.5550530506,1
