_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,_PRESS_,Intercept,urban,U_log_e_dist_non_metal,U_dist_conf_feed,U_mi_dist_nrn_roads,U_B50_ind_ALLandMISC,U_B500_nrn_exphwy,N_U_dist_conf_feed,N_U_mi_dist_nrn_roads,N_U_B50_ind_ALLandMISC,N_U_B500_NRN_EXPHWY,U_B500_FOREST,U_B1500_wetland,U_B200_wetland,U_B300_golf,U_B750_SCHOOL_PARKS,U_DIST_AIRPORT,U_DIST_QUARRY,U_DIST_RAIL_ALL,U_B200_COM,U_B750_landfill,U_B50_nrn_collector,U_B500_NRN_ARTERIAL,U_B500_rail_trans,U_B250_rail_main,U_B750_inwell,U_B150_auto,U_B300_metal,U_B500_GAS_STATION,U_B1000_DRYCLEAN,U_B750_garbage,U_B500_npri_all,U_B1000_crop_dmti,U_B1000_npri_high_25,U_B1000_no2,U_B1500_no2_high,U_B1500_heliport,N_U_B1000_garbage,N_U_B1000_metal,N_U_B1000_NRN_COLLECTOR,N_U_B100_petrol,N_U_B100_pipelines,N_U_B1500_awell_oil,N_U_B1500_forest,N_U_B1500_inwell,N_U_B1500_npri_all,N_U_B1500_pipelines,N_U_B150_forest,N_U_B200_inst,N_U_B200_NRN_ARTERIAL,N_U_B200_NRN_COLLECTOR,N_U_B200_rail_all,N_U_B250_auto,N_U_B300_forest,N_U_B500_golf,N_U_B500_intchg_ramp,N_U_B500_quarry,N_U_B50_com,N_U_B50_DWDEN,N_U_B50_grass,N_U_B50_IND,N_U_B50_shrub,N_U_B750_distveg,N_U_DIST_NO2,N_U_DIST_RAIL_ABAND,N_U_DIST_SANDGRAVEL,N_U_mi_dist_dryclean,N_U_mi_dist_rail_trans,no2_ppb_ln,_IN_,_P_,_EDF_,_RSQ_,_ADJRSQ_,_CP_,_SP_,_JP_,_PC_,_GMSEP_,_AIC_,_BIC_,_SBC_,N_U_log_e_dist_nonmetal,modelID,delete_model,join_ID,aic_rank,cp_rank,adjrsq_rank,best_model,rank_best_model,no2_SMR_modelID,U_log_e_dist_non_metal_defined,U_dist_conf_feed_defined,U_mi_dist_nrn_roads_defined,U_B50_ind_ALLandMISC_defined,U_B500_nrn_exphwy_defined,N_U_log_e_dist_nonmetal_defined,N_U_dist_conf_feed_defined,N_U_mi_dist_nrn_roads_defined,N_U_B50_ind_ALLandMISC_defined,N_U_B500_nrn_exphwy_defined,U_B500_forest_defined,U_B1500_wetland_defined,U_B200_wetland_defined,U_B300_golf_defined,U_B750_school_parks_defined,U_dist_airport_defined,U_dist_quarry_defined,U_dist_rail_all_defined,U_B200_com_defined,U_B750_landfill_defined,U_B50_nrn_collector_defined,U_B500_nrn_arterial_defined,U_B500_rail_trans_defined,U_B250_rail_main_defined,U_B750_inwell_defined,U_B150_auto_defined,U_B300_metal_defined,U_B500_gas_station_defined,U_B1000_dryclean_defined,U_B750_garbage_defined,U_B500_npri_all_defined,U_B1000_crop_dmti_defined,U_B1000_npri_high_25_defined,U_B1000_no2_defined,U_B1500_no2_high_defined,U_B1500_heliport_defined,N_U_B1000_garbage_defined,N_U_B1000_metal_defined,N_U_B1000_nrn_collector_defined,N_U_B100_petrol_defined,N_U_B100_pipelines_defined,N_U_B1500_awell_oil_defined,N_U_B1500_forest_defined,N_U_B1500_inwell_defined,N_U_B1500_npri_all_defined,N_U_B1500_pipelines_defined,N_U_B150_forest_defined,N_U_B200_inst_defined,N_U_B200_nrn_arterial_defined,N_U_B200_nrn_collector_defined,N_U_B200_rail_all_defined,N_U_B250_auto_defined,N_U_B300_forest_defined,N_U_B500_golf_defined,N_U_B500_intchg_ramp_defined,N_U_B500_quarry_defined,N_U_B50_com_defined,N_U_B50_dwden_defined,N_U_B50_grass_defined,N_U_B50_ind_defined,N_U_B50_shrub_defined,N_U_B750_distveg_defined,N_U_dist_no2_defined,N_U_dist_rail_aband_defined,N_U_dist_sandgravel_defined,N_U_mi_dist_dryclean_defined,N_U_mi_dist_rail_trans_defined,urban_defined,Statistic,SW_Prob,CM_Prob,AD_Prob,Durbin_Watson,max_vif,BP_pvalue,select_best_model,select_tiebreaker,select_model
MODEL1,PARMS,no2_ppb_ln,0.2566053635,,2.0784292611,0.5340110803,,,,,942.94391983,,,41.235209627,,-32511.48322,,,,,-0.000055833,,-0.000122771,,,187.25648715,,,,,,,,,,274054.46941,,,,,,1592770.3242,,,,,,,,,,,,,,,,,,,,,0.0021242363,,,,,-0.00010076,,-0.000072637,,2784.2264672,-1,13,14,110,0.839989592,0.8210792711,43.274814549,0.0006040946,0.0732805737,0.20074033,0.0742938937,-324.1888982,-325.2838246,-284.7049562,,1491260,,1,2,2,2,2,2,499,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,13.17,0.5627,0.2500,0.2500,2.260270,4.6582024224,0.4348008522,1,2.8291012112,1
