_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,_PRESS_,Intercept,urban,B50_ind_ALLandMISC,U_log_e_dist_non_metal,U_dist_conf_feed,U_mi_dist_nrn_roads,U_B50_nrn_collector,N_U_dist_conf_feed,N_U_mi_dist_nrn_roads,N_U_B50_nrn_collector,U_B500_FOREST,U_B200_wetland,U_B300_golf,U_B500_school_parks,U_DIST_AIRPORT,U_DIST_QUARRY,U_DIST_RAIL_ALL,U_B500_com,U_B750_landfill,U_B150_crop_aafc,U_B750_nrn_collector,U_B1500_nrn_exphwy,U_B500_rail_trans,U_B500_NRN_ARTERIAL,U_B250_rail_main,U_B150_auto,U_B300_metal,U_B500_GAS_STATION,U_B750_garbage,U_B500_npri_all,U_B1000_DRYCLEAN,U_B1000_crop_dmti,U_B1000_npri_high_25,U_B1500_heliport,N_U_B1000_garbage,N_U_B1000_SANDGRAVEL,N_U_B100_petrol,N_U_B100_pipelines,N_U_B1500_awell_oil,N_U_B1500_forest,N_U_B1500_inwell,N_U_B1500_npri_all,N_U_B1500_pipelines,N_U_B150_forest,N_U_B200_NRN_ARTERIAL,N_U_B200_rail_all,N_U_B250_auto,N_U_B250_shrub,N_U_B300_nrn_collector,N_U_B500_inst,N_U_B500_LAUNDRY,N_U_B500_metal,N_U_B500_NRN_EXPHWY,N_U_B50_com,N_U_B50_DWDEN,N_U_B50_grass,N_U_B50_IND,N_U_B50_shrub,N_U_B750_distveg,N_U_DIST_RAIL_ABAND,N_U_DIST_SANDGRAVEL,N_U_mi_dist_dryclean,OC_ugm3_ln,_IN_,_P_,_EDF_,_RSQ_,_ADJRSQ_,_CP_,_SP_,_JP_,_PC_,_GMSEP_,_AIC_,_BIC_,_SBC_,N_U_log_e_dist_nonmetal,modelID,delete_model,join_ID,aic_rank,cp_rank,adjrsq_rank,best_model,rank_best_model,OC_SMR_modelID,B50_ind_ALLandMISC_defined,U_log_e_dist_non_metal_defined,U_dist_conf_feed_defined,U_mi_dist_nrn_roads_defined,U_B50_nrn_collector_defined,N_U_log_e_dist_nonmetal_defined,N_U_dist_conf_feed_defined,N_U_mi_dist_nrn_roads_defined,N_U_B50_nrn_collector_defined,U_B500_forest_defined,U_B200_wetland_defined,U_B300_golf_defined,U_B500_school_parks_defined,U_dist_airport_defined,U_dist_quarry_defined,U_dist_rail_all_defined,U_B500_com_defined,U_B750_landfill_defined,U_B150_crop_aafc_defined,U_B750_nrn_collector_defined,U_B1500_nrn_exphwy_defined,U_B500_rail_trans_defined,U_B500_nrn_arterial_defined,U_B250_rail_main_defined,U_B150_auto_defined,U_B300_metal_defined,U_B500_gas_station_defined,U_B750_garbage_defined,U_B500_npri_all_defined,U_B1000_dryclean_defined,U_B1000_crop_dmti_defined,U_B1000_npri_high_25_defined,U_B1500_heliport_defined,N_U_B1000_garbage_defined,N_U_B1000_sandgravel_defined,N_U_B100_petrol_defined,N_U_B100_pipelines_defined,N_U_B1500_awell_oil_defined,N_U_B1500_forest_defined,N_U_B1500_inwell_defined,N_U_B1500_npri_all_defined,N_U_B1500_pipelines_defined,N_U_B150_forest_defined,N_U_B200_nrn_arterial_defined,N_U_B200_rail_all_defined,N_U_B250_auto_defined,N_U_B250_shrub_defined,N_U_B300_nrn_collector_defined,N_U_B500_inst_defined,N_U_B500_laundry_defined,N_U_B500_metal_defined,N_U_B500_nrn_exphwy_defined,N_U_B50_com_defined,N_U_B50_dwden_defined,N_U_B50_grass_defined,N_U_B50_ind_defined,N_U_B50_shrub_defined,N_U_B750_distveg_defined,N_U_dist_rail_aband_defined,N_U_dist_sandgravel_defined,N_U_mi_dist_dryclean_defined,urban_defined,Statistic,SW_Prob,CM_Prob,AD_Prob,Durbin_Watson,max_vif,BP_pvalue,select_best_model,select_tiebreaker,select_model
MODEL1,PARMS,OC_ugm3_ln,0.1429433344,,-0.091161639,0.2693961335,,,,0.8046070185,,,,,,,,,-0.000016107,,-0.000038891,,,,,,,,,,,,,147546.83521,348393.57189,,,,,,,,,,2794.7666747,,,,,,,-152.4559282,,,,,,,,-18.39962241,26.928506949,,,,-0.000022953,,-1,11,12,98,0.6724076568,0.6356370877,25.211357898,0.0002106474,0.0226618292,0.4078190395,0.0229567356,-416.6739555,-414.9356102,-384.2681911,,23710,,1,1,1,1,1,1,200,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,16.43,0.3860,0.2277,0.2500,1.850007,3.9673799238,0.1259800691,1,2.4836899619,1
